Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728606309719,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,4.761904716491699,4.761904716491699,4.545454502105713,0,0,0,9.090909004211426,0,0,4.761904716491699,0,4.545454502105713,4.545454502105713,0,0,4.761904716491699,9.523809432983398,0,4.545454502105713,0,9.090909004211426,4.761904716491699,4.761904716491699,0,0,4.545454502105713,0,4.761904716491699,9.090909004211426,4.761904716491699,0,4.761904716491699,210599.63024902344,89956.95111083984,0,404335505408,8589930496,16456032256,0
999,1728606309719,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,4.761904716491699,4.761904716491699,4.545454502105713,0,0,0,9.090909004211426,0,0,4.761904716491699,0,4.545454502105713,4.545454502105713,0,0,4.761904716491699,9.523809432983398,0,4.545454502105713,0,9.090909004211426,4.761904716491699,4.761904716491699,0,0,4.545454502105713,0,4.761904716491699,9.090909004211426,4.761904716491699,0,4.761904716491699,210599.6427001953,89956.97326660156,0,404335505408,8589930496,16456138752,0
1000,1728606310719,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,14.1509428024292,13.207547187805176,11.428571701049805,12.962963104248047,12.264151573181152,13.084112167358398,11.428571701049805,11.428571701049805,14.1509428024292,13.084112167358398,12.380952835083008,12.380952835083008,13.207547187805176,12.264151573181152,13.207547187805176,13.333333969116211,14.018692016601563,12.962963104248047,11.428571701049805,12.264151573181152,11.428571701049805,94.3396224975586,12.264151573181152,15.887850761413574,12.264151573181152,11.428571701049805,14.423076629638672,13.207547187805176,13.207547187805176,11.538461685180664,11.428571701049805,12.14953327178955,210609.31311035156,89984.72216796875,0,404335505408,8589930496,16516263936,0
999,1728606311719,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,2.97029709815979,2.040816307067871,2,1,0,0,210618.9985961914,90010.61462402344,0,404335505408,8589930496,16520675328,0
999,1728606312719,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,1.0101009607315063,0,0,0,0,0,0,0,1,1,0,1.0101009607315063,1.0204081535339355,0,0,1.0101009607315063,2,0,0,0,0,100,0,0,0,1,2.0202019214630127,0,0.9900990128517151,2,1.0101009607315063,0,210628.6773071289,90036.47387695313,0,404335505408,8589930496,16520978432,0
999,1728606313719,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,1.0101009607315063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0303030014038086,0,0,0,0,0.9900990128517151,100,1,0,2.97029709815979,0,1,3.8834950923919678,0,2,0,1,210638.25634765625,90062.12530517578,0,404335505408,8589930496,16519467008,0
999,1728606314720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,2.0202019214630127,2.97029709815979,0,0,0,0,0,0,0,0,0,0,2,0,1,2.0202019214630127,1.0204081535339355,0,0,0,0,100,0,1.0204081535339355,0,0.9900990128517151,2,0,0,2,0,1,210647.8065185547,90088.00866699219,0,404335505408,8589930496,16519553024,0
999,1728606315720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,3,1.0204081535339355,0.9900990128517151,0,0,0,0,0,0,0.9900990128517151,0,0,1.0101009607315063,0,2.0202019214630127,0,0,0,0,0,0,100,1,1.0101009607315063,0,0,0,1,0.9900990128517151,0,0,1,210657.25604248047,90113.72814941406,0,404335505408,8589930496,16519622656,0
999,1728606316720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,2.0202019214630127,2,0,0.9900990128517151,0,0,1.0101009607315063,0,1,0,0,0,1.0101009607315063,1.0101009607315063,2,0,0,0,0,0,0,100,1.0101009607315063,0,0,1,1.0101009607315063,0,3.0303030014038086,1,1,1,210666.88446044922,90139.54998779297,0,404335505408,8589930496,16520540160,0
999,1728606317720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,2.0202019214630127,1.0101009607315063,0,0,0,0.9900990128517151,0,0,0,0,1,1,2,1.9801980257034302,0,0,1,0,0,0,0,100,0,2,1,1,1,2.0202019214630127,3,2.0202019214630127,1,0,210676.54327392578,90165.56182861328,0,404335505408,8589930496,16520683520,0
999,1728606318720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,1.0101009607315063,1,0,0,0,1,0,0,0,2,0,1,0,0,0,2.0202019214630127,0,0,0,0,0,100,0,0,0,0,2.0202019214630127,2,2,2.0202019214630127,1.0101009607315063,0,210686.27423095703,90191.60931396484,0,404335505408,8589930496,16520224768,0
999,1728606319720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,1.0101009607315063,2.0202019214630127,0,0,0,0.9900990128517151,0,37.62376403808594,1,1,1.0204081535339355,1,0,1.0101009607315063,0,0,2,0,0,0,1,59.405941009521484,37.62376403808594,0,0.9900990128517151,0,0,0,1.9801980257034302,1,1,1,210695.74151611328,90217.41436767578,0,404335505408,8589930496,16585723904,0
999,1728606320720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,5,1.0101009607315063,1.9801980257034302,0,1,0,0,23,0,1.0101009607315063,1,0,2.0202019214630127,1,0,1,1.0101009607315063,0,0,0,1.0101009607315063,62.626258850097656,35.35353469848633,1.9801980257034302,0,0,2,2.0618555545806885,3.0303030014038086,2.97029709815979,2,0,210705.34912109375,90243.55853271484,0,404335505408,8589930496,16522461184,0
999,1728606321720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,53.061222076416016,49.49494934082031,48.48484802246094,50.50504684448242,48,52.52525329589844,46,52.52525329589844,49,54.54545593261719,48.039215087890625,48.51485061645508,48,49,47.47474670410156,48,54.000003814697266,50,52,50,55.4455451965332,75.75757598876953,41.58415985107422,57.425743103027344,51,49.50495147705078,55,45.45454788208008,53.53535461425781,46.938777923583984,61.61616516113281,49.49494934082031,210723.73974609375,90287.1322631836,0,404335505408,8589930496,17588281344,0
999,1728606322720,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,210747.9852294922,90350.3257446289,0,404335505408,8589930496,17619189760,0
999,1728606323721,946,803,800,799,2287,800,806,799,2451,806,801,800,802,801,830,936,822,800,799,799,799,802,800,800,803,807,811,845,877,831,800,827,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,210772.38818359375,90413.84204101563,0,404335505408,8589930496,17622093824,0
