Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728626859849,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,4,4,0,4,0,0,0,0,0,0,4,0,0,0,4.1666669845581055,4,0,4.1666669845581055,4,4,0,0,4,0,0,0,4,7.692307949066162,4,0,0,4,166630.578125,4455.322937011719,0,404335505408,8589930496,16151281664,0
999,1728626859850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,4,4,0,4,0,0,0,0,0,0,4,0,0,0,4.1666669845581055,4,0,4.1666669845581055,4,4,0,0,4,0,0,0,4,7.692307949066162,4,0,0,4,166630.58819580078,4455.343811035156,0,404335505408,8589930496,16151388160,0
999,1728626860850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,13.461539268493652,13.207547187805176,12.745099067687988,13.333333969116211,14.1509428024292,12.5,13.333333969116211,95.23809814453125,12.380952835083008,13.333333969116211,12.380952835083008,12.5,14.285715103149414,13.461539268493652,14.1509428024292,13.461539268493652,12.380952835083008,14.285715103149414,13.333333969116211,13.333333969116211,13.461539268493652,13.207547187805176,13.333333969116211,13.333333969116211,13.207547187805176,12.5,12.5,12.5,12.5,14.423076629638672,13.461539268493652,12.380952835083008,166640.1010131836,4482.4287109375,0,404335505408,8589930496,16210149376,0
999,1728626861850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,1.0101009607315063,1.0101009607315063,1,1.0204081535339355,0,1.9801980257034302,0,100,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0101009607315063,0,0,166649.50317382813,4507.630676269531,0,404335505408,8589930496,16215113728,0
999,1728626862850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,3.9603960514068604,2.97029709815979,2,2,0,2,0,100,1.0101009607315063,0,0,1,0,0,1,1.0101009607315063,0,0,0,0,2.0202019214630127,0,2,0,0,0,0,1,0,1.0101009607315063,0,0,166658.91021728516,4532.8541259765625,0,404335505408,8589930496,16216170496,0
999,1728626863850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,4,1,1,2,1,0,0,100,1,0,0,0,1.9801980257034302,1,1,1,0,0,0,0,1.0101009607315063,1,1,0,1.9801980257034302,0,1.0101009607315063,1,0,0,1,0,166668.40161132813,4558.0106201171875,0,404335505408,8589930496,16214953984,0
999,1728626864850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,0,0,0,0,1,0,0,100,2,2.0202019214630127,0,0,0,0,1,0,0,0,0,1,1,0,2.97029709815979,1,2.97029709815979,0,0,1,1.0101009607315063,0,0,0,166677.7860107422,4583.310485839844,0,404335505408,8589930496,16214802432,0
999,1728626865850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,1.0101009607315063,0,1,1,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9900990128517151,2.0202019214630127,0,0,0,166686.93646240234,4608.515808105469,0,404335505408,8589930496,16214843392,0
999,1728626866850,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,0,0,1.0101009607315063,1.9801980257034302,0,1,1.0101009607315063,7,0.9900990128517151,0,0,0,0.9900990128517151,0,0,0,0,1.0101009607315063,1.9801980257034302,0,0,0,0,2,1,93.06930541992188,1,0,0,0,0,0,166696.11212158203,4633.679748535156,0,404335505408,8589930496,16215752704,0
999,1728626867851,854,825,938,850,957,800,926,1610,849,883,800,826,799,799,824,800,811,937,836,909,844,919,800,806,871,936,800,1041,800,801,1033,1223,0,0,0,0,2.0202019214630127,2,0,0,1.0101009607315063,0,0,0,0,0,0,0,1,0,1.9801980257034302,0,0,2,0.9900990128517151,0,0,100,0,0,1.0101009607315063,0,0,0,166705.34649658203,4658.849426269531,0,404335505408,8589930496,16215834624,0
