Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728568710944,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,0,41.666664123535156,8.333333969116211,0,4.34782600402832,0,0,0,0,0,0,0,20.833332061767578,0,0,0,4.1666669845581055,0,0,0,0,4.1666669845581055,4.1666669845581055,0,0,0,0,0,0,0,0,0,87353.53631591797,229426.2621459961,0,404335505408,8589930496,16194281472,0
999,1728568710945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,0,41.666664123535156,8.333333969116211,0,4.34782600402832,0,0,0,0,0,0,0,20.833332061767578,0,0,0,4.1666669845581055,0,0,0,0,4.1666669845581055,4.1666669845581055,0,0,0,0,0,0,0,0,0,87353.53631591797,229426.2621459961,0,404335505408,8589930496,16194576384,0
999,1728568711945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,25.25252342224121,63.6363639831543,32,34.653465270996094,32.3232307434082,34.34343338012695,33.66336441040039,34.34343338012695,24.75247573852539,60.000003814697266,24,23.232322692871094,25.25252342224121,27.45098114013672,27.7227725982666,24,25.510204315185547,33.66336441040039,33,98,33,33.66336441040039,33,22.448978424072266,33,33,95,94.05941009521484,24,23,34.34343338012695,32.3232307434082,87372.88537597656,229468.53942871094,0,404335505408,8589930496,16408514560,0
999,1728568712945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,1.0101009607315063,100,1,0,3.9215688705444336,2,0,0,0,0,1.0101009607315063,0,2.941176414489746,0,0,0.9900990128517151,1.9801980257034302,0,1,100,0,0,0,1.0101009607315063,0,0,100,100,1.0101009607315063,2.0202019214630127,1.9801980257034302,1.9801980257034302,87394.6137084961,229510.84649658203,0,404335505408,8589930496,16433057792,0
999,1728568713945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,1.0204081535339355,100,0,0,0,0,0,0,0,0,0.9900990128517151,1,1.0204081535339355,0,0,0,1.0101009607315063,0,0,100,0,0,0,1.0101009607315063,1,0,100,100,0,1,0,1,87416.39544677734,229552.4676513672,0,404335505408,8589930496,16433729536,0
999,1728568714945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,1.0101009607315063,100,1,2,2.97029709815979,1,1.0101009607315063,0,0.9900990128517151,0,0,0,0,0,0,0,0,0,2,100,0,0,1,1.0101009607315063,0,0,100,100,2.97029709815979,0,2.941176414489746,1.0101009607315063,87438.09112548828,229594.83294677734,0,404335505408,8589930496,16433889280,0
999,1728568715945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,2,100,2,1.0101009607315063,1.0101009607315063,1.9801980257034302,1,1,1,0,1,1.0204081535339355,1,0,0,0,3,0,0.9900990128517151,100,0,0,0.9900990128517151,1.9801980257034302,1,0,100,100,0,1,0,1.0101009607315063,87459.8110961914,229637.10913085938,0,404335505408,8589930496,16434098176,0
999,1728568716945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,0,100,53.53535461425781,2,2,2,1,1.0101009607315063,0,0,1.0101009607315063,0,0,0,0,0,1,1.9801980257034302,0,48,0,0,0,0,0,0,100,100,1,0,1,0,87481.7685546875,229679.60815429688,0,404335505408,8589930496,16434331648,0
999,1728568717945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,0,100,100,2.0202019214630127,1.9801980257034302,1,0,1.0101009607315063,0,0.9900990128517151,0,1.9607844352722168,1,0,0,0,1,0,1.0101009607315063,0,0,0,1,0,0,0,100,100,0,0,1.0101009607315063,0,87503.8422241211,229722.0408935547,0,404335505408,8589930496,16436011008,0
999,1728568718945,840,1023,1046,1395,1388,886,1040,1796,811,991,876,965,966,937,901,892,1554,1799,1136,1028,900,1583,984,926,1168,999,905,900,900,874,1044,982,1.0204081535339355,12,100,1,2,1.0101009607315063,1.0101009607315063,1,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,100,0,0,0,0,87525.88781738281,229764.67541503906,0,404335505408,8589930496,16438059008,0
