Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728651811955,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,4.761904716491699,5,0,5,5,4.761904716491699,4.761904716491699,9.090909004211426,4.761904716491699,4.761904716491699,4.761904716491699,5,4.761904716491699,9.523809432983398,0,9.090909004211426,5,14.285715103149414,4.761904716491699,5,9.523809432983398,9.523809432983398,5,9.090909004211426,9.090909004211426,9.523809432983398,5,4.761904716491699,4.761904716491699,5,4.761904716491699,5,229650.00842285156,169653.02020263672,0,404335505408,8589930496,16611655680,0
999,1728651811955,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,4.761904716491699,5,0,5,5,4.761904716491699,4.761904716491699,9.090909004211426,4.761904716491699,4.761904716491699,4.761904716491699,5,4.761904716491699,9.523809432983398,0,9.090909004211426,5,14.285715103149414,4.761904716491699,5,9.523809432983398,9.523809432983398,5,9.090909004211426,9.090909004211426,9.523809432983398,5,4.761904716491699,4.761904716491699,5,4.761904716491699,5,229650.01629638672,169653.03997802734,0,404335505408,8589930496,16611848192,0
999,1728651812955,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,31.30434799194336,76.72413635253906,32.75862121582031,32.173912048339844,32.173912048339844,33.333335876464844,60.344825744628906,81.89655303955078,31.623931884765625,39.130435943603516,33.620689392089844,31.034481048583984,34.78260803222656,33.04347610473633,33.91304397583008,35.65217208862305,32.75862121582031,32.75862121582031,32.173912048339844,32.478633880615234,31.30434799194336,30.434782028198242,31.89655303955078,31.30434799194336,58.26087188720703,41.22806930541992,35.0427360534668,34.482757568359375,35.0427360534668,84.48275756835938,32.75862121582031,33.050846099853516,229668.43774414063,169694.03759765625,0,404335505408,8589930496,16830885888,0
999,1728651813955,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,1.0101009607315063,100,0,1,0,1.0101009607315063,0,100,0,0.9900990128517151,0,0,1.0101009607315063,0,0.9900990128517151,0,0,1.0101009607315063,1,1.9801980257034302,0,0,0,1,100,0,0,0.9900990128517151,0,100,4.901960849761963,1.0101009607315063,229690.22003173828,169732.25,0,404335505408,8589930496,16862355456,0
999,1728651814955,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,1.0204081535339355,98,2.0202019214630127,1.0101009607315063,2,1.9801980257034302,0.9900990128517151,100,0,2,0,1,2,0,0,0,66,1.9801980257034302,1.9801980257034302,0,1.0101009607315063,1,0.9900990128517151,0,100,0,1,0,0,34.653465270996094,1.0204081535339355,1.0204081535339355,229712.11065673828,169770.56201171875,0,404335505408,8589930496,16863363072,0
999,1728651815956,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,0,100,3,1,0,0,0,100,0,0,0,0,0,0.9900990128517151,0,0,100,0,0,1.9801980257034302,2,1.0101009607315063,0,0.9900990128517151,100,0,0,0,0,0,1.0101009607315063,3,229733.7748413086,169809.12493896484,0,404335505408,8589930496,16863748096,0
999,1728651816956,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,3,100,0,1,0,0,0,100,1,0,0.9900990128517151,0,1,0,0,0.9900990128517151,100,0,2,0,0,3,0,1,100,0,0,0,0,0,1.0101009607315063,0,229755.4017944336,169847.5877685547,0,404335505408,8589930496,16863944704,0
999,1728651817956,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,1.0101009607315063,100,2.0202019214630127,0,0,0,0,100,0,0,0,1,1.0101009607315063,0,0.9900990128517151,1,100,2.97029709815979,0,0,0,0,0.9900990128517151,0,100,0,1,0,0,0,1.0101009607315063,1.0101009607315063,229777.0357055664,169885.93237304688,0,404335505408,8589930496,16864112640,0
999,1728651818956,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,1.0204081535339355,100,0,0,0,0,0,100,0,0,0,0,2,0,1,1.9801980257034302,100,0,0,0,2,0,1.0101009607315063,0,100,0,0,0,0,0,1,0,229798.8823852539,169924.1567993164,0,404335505408,8589930496,16864391168,0
999,1728651819956,1555,946,985,1274,1400,1443,1245,1564,1529,943,1440,1093,1871,1082,1022,1364,1146,1085,1123,948,1188,2058,979,1124,2020,1800,1089,1024,1558,1292,1117,1112,3.9603960514068604,100,1.0101009607315063,2,0,2,0,100,0.9900990128517151,0.9900990128517151,1,1,1.0204081535339355,0,0,1,100,2,1.0101009607315063,1,1.0101009607315063,3.9215688705444336,1,0,100,0.9900990128517151,2.97029709815979,1,0,0,2.0202019214630127,2,229820.83599853516,169962.2869873047,0,404335505408,8589930496,16864743424,0
