Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728413113889,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,2.5,2.5641026496887207,10.256410598754883,0,0,0,2.5,2.5641026496887207,2.5,2.5,4.878048419952393,2.5,0,0,0,2.5641026496887207,2.5,2.5,0,0,0,2.5,2.5,0,2.5,0,2.5,2.5,0,0,2.5,0,89486.91638183594,248921.16790771484,0,404335505408,8589930496,10466725888,0
999,1728413113889,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,2.5,2.5641026496887207,10.256410598754883,0,0,0,2.5,2.5641026496887207,2.5,2.5,4.878048419952393,2.5,0,0,0,2.5641026496887207,2.5,2.5,0,0,0,2.5,2.5,0,2.5,0,2.5,2.5,0,0,2.5,0,89486.92517089844,248921.18811035156,0,404335505408,8589930496,10466885632,0
1000,1728413114889,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,13.333333969116211,12.5,12.5,12.5,12.5,12.5,12.5,11.65048599243164,12.5,12.5,11.65048599243164,12.380952835083008,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,96.19047546386719,12.5,11.65048599243164,12.5,12.5,12.5,12.5,12.5,12.5,13.333333969116211,11.65048599243164,11.65048599243164,89496.23858642578,248948.19311523438,0,404335505408,8589930496,10525974528,0
999,1728413115890,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,1.9801980257034302,4.95049524307251,2,0,0.9900990128517151,1,0,0,0,1,0,0,1.9801980257034302,0,1.9801980257034302,2,3.9603960514068604,1,0,0,100,0,1,1.9801980257034302,0,1,1,0,0,0,0.9900990128517151,4.901960849761963,89505.89562988281,248973.37310791016,0,404335505408,8589930496,10530541568,0
999,1728413116890,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0,0,0.9900990128517151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89515.1889038086,248998.1690673828,0,404335505408,8589930496,10530672640,0
999,1728413117890,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0.9900990128517151,0,0.9900990128517151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89524.39178466797,249023.01470947266,0,404335505408,8589930496,10530729984,0
999,1728413118890,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0,0,0.9900990128517151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9900990128517151,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89533.75073242188,249047.72149658203,0,404335505408,8589930496,10530844672,0
999,1728413119890,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89543.08532714844,249072.46893310547,0,404335505408,8589930496,10530861056,0
999,1728413120891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0,0,0.9900990128517151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89552.54150390625,249097.2139892578,0,404335505408,8589930496,10532237312,0
999,1728413121891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,1,0,0.9900990128517151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89561.84448242188,249122.03942871094,0,404335505408,8589930496,10532331520,0
999,1728413122891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89571.15112304688,249146.84637451172,0,404335505408,8589930496,10532560896,0
999,1728413123891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.495052337646484,0,0,0,1,0,0,0,0,0,46.53465270996094,46,89580.28271484375,249171.46716308594,0,404335505408,8589930496,10597879808,0
999,1728413124891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,0,0,0,0,1.0101009607315063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.73737335205078,0,0,0,2,0,0,0,0,0,12.121212005615234,25,89589.41528320313,249196.22235107422,0,404335505408,8589930496,10534522880,0
999,1728413125891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,68.31682586669922,67,68,63,66,64.35643768310547,66.66667175292969,60.000003814697266,66.66667175292969,69,68,65.3465347290039,70,61.386138916015625,65,58.41584014892578,68,68.6868667602539,68,79.20792388916016,86.86868286132813,72.27722930908203,68,68,68,69,71.2871322631836,70.29703521728516,69.60784149169922,67,64,65,89609.73681640625,249246.54724121094,0,404335505408,8589930496,11612798976,0
999,1728413126891,875,799,1578,799,799,802,802,822,819,800,873,804,844,799,800,807,799,924,799,984,800,799,803,827,806,904,800,800,804,800,946,800,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89633.32458496094,249309.66345214844,0,404335505408,8589930496,11631222784,0
